Content Description	ScOT ID	ScOT Label
AC9M9M03	12419	Similarity (Geometry)
AC9M9M03	3071	Trigonometric ratios
AC9M9M03	5191	Distance
AC9M9M03	6385	Ratios
AC9M9M03	8601	Pythagoras' theorem
AC9M9M04	1448	Accuracy and precision
AC9M9M04	5855	Rounding
AC9M9M05	1800	Finance
AC9M9M05	4228	Modelling (Mathematical)
AC9M9M05	749	Proportions
AC9M9M05	977	Equations
AC9M9N01	7160	Real numbers
AC9M9P01	13880	Independence (Experiments)
AC9M9P01	15145	Two-way tables
AC9M9P01	15148	Expected frequency
AC9M9P01	16915	Compound events (Probability)
AC9M9P01	4839	Tree diagrams
AC9M9P02	13445	Conditional probability
AC9M9P02	15163	Relative frequency
AC9M9P03	15148	Expected frequency
AC9M9P03	3430	Probability
AC9M9P03	4228	Modelling (Mathematical)
AC9M9P03	9631	Observations (Data)
AC9M9SP01	1523	Polyhedrons
AC9M9SP01	15502	Euler formula
AC9M9SP01	15521	Planar graphs
AC9M9SP02	12419	Similarity (Geometry)
AC9M9SP02	3071	Trigonometric ratios
AC9M9SP03	11899	Dilation
AC9M9SP03	15463	Generalisation
AC9M9SP04	15188	Theorems
AC9M9SP04	15515	Visual proofs
AC9M9SP04	1628	Geometry
AC9M9SP04	16518	Computational thinking
AC9M9ST01	16934	Statistical reports
AC9M9ST01	4586	Critical thinking
AC9M9ST01	4831	Sampling (Statistics)
AC9M9ST01	9186	Surveying (Data collection)
AC9M9ST02	1656	Data representation
AC9M9ST02	4831	Sampling (Statistics)
AC9M9ST02	9186	Surveying (Data collection)
AC9M9ST03	13454	Outliers
AC9M9ST03	14228	Stacked column charts
AC9M9ST03	1656	Data representation
AC9M9ST03	4825	Data analysis
AC9M9ST04	1656	Data representation
AC9M9ST04	4825	Data analysis
AC9M9ST05	16912	Statistical analysis
AC9M9ST05	2954	Evidence
AC9M9ST05	4825	Data analysis
AC9M9ST05	7608	Reasoning
AC9MFA01	1335	Time
AC9MFA01	8317	Patterns
AC9MFM01	6559	Volume (Dimensions)
AC9MFM01	1056	Measurement
AC9MFM01	1604	Length
AC9MFM01	4961	Mass
AC9MFM01	9651	Dimensions
AC9MFM02	1335	Time
AC9MFN01	16677	Number words
AC9MFN01	15132	Numerical order
AC9MFN02	12412	Associativity
AC9MFN02	13473	Subitising
AC9MFN02	16920	Part-part-whole
AC9MFN03	230	Counting
AC9MFN03	11827	Cardinality
AC9MFN04	230	Counting
AC9MFN04	27	Counting frames
AC9MFN04	13473	Subitising
AC9MFN04	16920	Part-part-whole
AC9MFN04	642	Addition
AC9MFN05	1626	Subtraction
AC9MFN05	13473	Subitising
AC9MFN05	4228	Modelling (Mathematical)
AC9MFN05	642	Addition
AC9MFN06	16646	Grouping (Counting)
AC9MFN06	11901	Elapsed time
AC9MFN06	13473	Subitising
AC9MFN06	16645	Equal sharing
AC9MFSP01	2274	Shapes (Geometry)
AC9MFSP01	2275	Solids (Geometry)
AC9MFSP02	11829	Location (Geometry)
AC9MFST01	4828	Data collection
AC9MFST01	4830	Questionnaires
AC9S10H01	10324	Test validity
AC9S10H01	13704	Paradigms
AC9S10H01	13716	Peer review
AC9S10H01	4827	Evaluation
AC9S10H02	13566	Discovery (Observations)
AC9S10H02	3436	Innovation
AC9S10H03	4587	Decision making
AC9S10H03	4827	Evaluation
AC9S10H03	7608	Reasoning
AC9S10H04	743	Values (Psychology)
AC9S10I01	5854	Predictions (Science)
AC9S10I01	6919	Motels
AC9S10I02	2361	Ethics
AC9S10I02	414	Safety
AC9S10I02	4403	Experiments
AC9S10I02	4828	Data collection
AC9S10I03	13712	Replication (Experiments)
AC9S10I03	1448	Accuracy and precision
AC9S10I03	4828	Data collection
AC9S10I03	5046	Instrumentation (Technology)
AC9S10I04	13873	Reliability
AC9S10I04	1656	Data representation
AC9S10I04	2064	Data processing
AC9S10I04	4825	Data analysis
AC9S10I05	1656	Data representation
AC9S10I05	4825	Data analysis
AC9S10I06	10324	Test validity
AC9S10I06	11202	Sampling bias
AC9S10I06	13873	Reliability
AC9S10I06	2954	Evidence
AC9S10I06	4827	Evaluation
AC9S10I07	10324	Test validity
AC9S10I07	12597	Secondary sources
AC9S10I07	16893	Cultural protocols
AC9S10I07	2954	Evidence
AC9S10I07	4827	Evaluation
AC9S10I08	15049	Explanations (Scientific inquiry)
AC9S10I08	1656	Data representation
AC9S10I08	2654	Hydroplanes
AC9S10I08	4161	Creating texts
AC9S10I08	4412	Discussions (Texts)
AC9S10U01	2823	Heredity
AC9S10U01	3365	DNA
AC9S10U01	9450	Ionic bonding
AC9S10U02	2456	Biodiversity
AC9S10U02	634	Evolution
AC9S10U03	2419	Universe formation
AC9S10U03	9808	Universe
AC9S10U04	3856	Climate change
AC9S10U04	5435	Oceans
AC9S10U04	878	Atmosphere
AC9S10U05	402	Motion
AC9S10U06	1942	Atoms
AC9S10U06	3606	Properties of matter
AC9S10U06	569	Chemical elements
AC9S10U07	487	Chemical reactions
AC9S10U07	9445	Reaction rates
AC9S1H01	573	Scientific inquiry
AC9S1H01	5854	Predictions (Science)
AC9S1H01	6940	Lifestyles
AC9S1H01	8317	Patterns
AC9S1I01	15059	Research questions
AC9S1I01	4403	Experiments
AC9S1I01	8317	Patterns
AC9S1I01	9631	Observations (Data)
AC9S1I02	10511	Collaborative learning
AC9S1I02	15059	Research questions
AC9S1I02	414	Safety
AC9S1I02	4412	Discussions (Texts)
AC9S1I02	5854	Predictions (Science)
AC9S1I03	13616	Informal units
AC9S1I03	4403	Experiments
AC9S1I03	4828	Data collection
AC9S1I03	5046	Instrumentation (Technology)
AC9S1I03	9631	Observations (Data)
AC9S1I04	16500	Modelling
AC9S1I04	1656	Data representation
AC9S1I04	4828	Data collection
AC9S1I04	9631	Observations (Data)
AC9S1I05	10511	Collaborative learning
AC9S1I05	4827	Evaluation
AC9S1I05	5854	Predictions (Science)
AC9S1I05	6561	Similarity (Classification)
AC9S1I05	9631	Observations (Data)
AC9S1I06	10511	Collaborative learning
AC9S1I06	15049	Explanations (Scientific inquiry)
AC9S1I06	4098	Communication skills
AC9S1I06	4412	Discussions (Texts)
AC9S1I06	7442	Vocabularies
AC9S1U01	1248	Habitats
AC9S1U01	1284	Living things
AC9S1U01	3894	Sunlight
AC9S1U01	5453	Water
AC9S1U01	812	Animal behaviour
AC9S1U02	13566	Discovery (Observations)
AC9S1U02	2073	Seasons
AC9S1U02	897	Weather
AC9S1U02	9631	Observations (Data)
AC9S1U03	13566	Discovery (Observations)
AC9S1U03	5415	Friction
AC9S1U03	9631	Observations (Data)
AC9S1U03	9684	Reciprocal actions
AC9S2H01	4694	Curiosity
AC9S2H01	573	Scientific inquiry
AC9S2H01	5854	Predictions (Science)
AC9S2H01	6940	Lifestyles
AC9S2H01	8317	Patterns
AC9S2I01	15059	Research questions
AC9S2I01	4403	Experiments
AC9S2I01	4694	Curiosity
AC9S2I01	8317	Patterns
AC9S2I01	9631	Observations (Data)
AC9S2I02	10511	Collaborative learning
AC9S2I02	15059	Research questions
AC9S2I02	414	Safety
AC9S2I02	4412	Discussions (Texts)
AC9S2I02	5854	Predictions (Science)
AC9S2I03	13616	Informal units
AC9S2I03	4403	Experiments
AC9S2I03	4828	Data collection
AC9S2I03	5046	Instrumentation (Technology)
AC9S2I03	9631	Observations (Data)
AC9S2I04	16500	Modelling
AC9S2I04	1656	Data representation
AC9S2I04	4828	Data collection
AC9S2I04	9631	Observations (Data)
AC9S2I05	15049	Explanations (Scientific inquiry)
AC9S2I05	4827	Evaluation
AC9S2I05	5854	Predictions (Science)
AC9S2I05	6561	Similarity (Classification)
AC9S2I05	9631	Observations (Data)
AC9S2I06	10511	Collaborative learning
AC9S2I06	4098	Communication skills
AC9S2I06	4412	Discussions (Texts)
AC9S2I06	5991	Texts
AC9S2I06	7442	Vocabularies
AC9S2U01	1857	Solar System
AC9S2U01	1917	Earth
AC9S2U01	1918	Earth and space
AC9S2U01	3352	Moon
AC9S2U01	9631	Observations (Data)
AC9S2U02	16490	Sound sources
AC9S2U02	512	Sound
AC9S2U02	515	Musical instruments
AC9S2U02	7969	Vibration
AC9S2U02	9631	Observations (Data)
AC9S2U03	130	Elementary particles
AC9S2U03	2904	Materials
AC9S2U03	4403	Experiments
AC9S2U03	4828	Data collection
AC9S2U03	9631	Observations (Data)
AC9S3H01	15049	Explanations (Scientific inquiry)
AC9S3H01	2954	Evidence
AC9S3H01	4403	Experiments
AC9S3H01	4825	Data analysis
AC9S3H01	573	Scientific inquiry
AC9S3H02	15049	Explanations (Scientific inquiry)
AC9S3H02	16500	Modelling
AC9S3H02	1872	Scientists
AC9S3H02	4279	Problem solving
AC9S3H02	5003	Design briefs
AC9S3H05	15049	Explanations (Scientific inquiry)
AC9S3H05	15059	Research questions
AC9S3H05	4587	Decision making
AC9S3H05	4827	Evaluation
AC9S3H05	6561	Similarity (Classification)
AC9S3I01	15059	Research questions
AC9S3I01	573	Scientific inquiry
AC9S3I01	5854	Predictions (Science)
AC9S3I01	8317	Patterns
AC9S3I01	9631	Observations (Data)
AC9S3I02	10459	Scaffolding (Teaching methods)
AC9S3I02	15059	Research questions
AC9S3I02	414	Safety
AC9S3I02	4403	Experiments
AC9S3I02	5854	Predictions (Science)
AC9S3I03	1656	Data representation
AC9S3I03	4828	Data collection
AC9S3I03	5046	Instrumentation (Technology)
AC9S3I03	7136	Instructions
AC9S3I03	7790	SI units
AC9S3I04	16500	Modelling
AC9S3I04	1656	Data representation
AC9S3I04	3868	Graphs (Data representation)
AC9S3I04	4825	Data analysis
AC9S3I04	8317	Patterns
AC9S3I06	4098	Communication skills
AC9S3I06	4412	Discussions (Texts)
AC9S3I06	5991	Texts
AC9S3I06	7442	Vocabularies
AC9S3I06	8130	Report writing
AC9S3U01	1284	Living things
AC9S3U01	1806	Animal reproduction
AC9S3U01	2818	Breeding cycles
AC9S3U01	6561	Similarity (Classification)
AC9S3U01	8439	Plant reproduction
AC9S3U02	3834	Properties
AC9S3U02	4179	Soil composition
AC9S3U02	4321	Natural resources
AC9S3U02	4632	Rock types
AC9S3U02	7896	Minerals (Mineralogy)
AC9S3U03	1067	Temperature
AC9S3U03	2716	Heat
AC9S3U03	3085	Thermometers
AC9S3U03	5616	Energy resources
AC9S3U03	9589	Heat flow
AC9S3U04	119	States of matter
AC9S3U04	1376	Solids (Matter)
AC9S3U04	2713	Phase transformations
AC9S3U04	2844	Liquids
AC9S3U04	9589	Heat flow
AC9S4H01	15049	Explanations (Scientific inquiry)
AC9S4H01	2954	Evidence
AC9S4H01	4403	Experiments
AC9S4H01	4825	Data analysis
AC9S4H01	573	Scientific inquiry
AC9S4H02	15049	Explanations (Scientific inquiry)
AC9S4H02	16500	Modelling
AC9S4H02	1872	Scientists
AC9S4H02	4279	Problem solving
AC9S4H02	5003	Design briefs
AC9S4I01	15059	Research questions
AC9S4I01	573	Scientific inquiry
AC9S4I01	5854	Predictions (Science)
AC9S4I01	8317	Patterns
AC9S4I01	9631	Observations (Data)
AC9S4I02	10459	Scaffolding (Teaching methods)
AC9S4I02	15059	Research questions
AC9S4I02	414	Safety
AC9S4I02	4403	Experiments
AC9S4I02	5854	Predictions (Science)
AC9S4I03	1656	Data representation
AC9S4I03	4828	Data collection
AC9S4I03	5046	Instrumentation (Technology)
AC9S4I03	7136	Instructions
AC9S4I03	7790	SI units
AC9S4I04	16500	Modelling
AC9S4I04	1656	Data representation
AC9S4I04	3868	Graphs (Data representation)
AC9S4I04	4825	Data analysis
AC9S4I04	8317	Patterns
AC9S4I05	15049	Explanations (Scientific inquiry)
AC9S4I05	15059	Research questions
AC9S4I05	4587	Decision making
AC9S4I05	4827	Evaluation
AC9S4I05	6561	Similarity (Classification)
AC9S4I06	4098	Communication skills
AC9S4I06	4412	Discussions (Texts)
AC9S4I06	5991	Texts
AC9S4I06	7442	Vocabularies
AC9S4I06	8130	Report writing
AC9S4U01	1284	Living things
AC9S4U01	2454	Decomposition (Living things)
AC9S4U01	4352	Consumers (Food chains)
AC9S4U01	4353	Food chains
AC9S4U02	2469	Water cycle
AC9S4U02	3902	Precipitation (Weather)
AC9S4U02	4259	Condensation
AC9S4U02	5453	Water
AC9S4U02	867	Water resources
AC9S4U03	3389	Gravity
AC9S4U03	5415	Friction
AC9S4U03	5646	Magnetism
AC9S4U03	9639	Fundamental forces
AC9S4U04	1015	Metals
AC9S4U04	2904	Materials
AC9S4U04	3402	Glass
AC9S4U04	3834	Properties
AC9S4U04	4511	Fibres (Materials)
AC9S5H01	15034	Interdisciplinary research
AC9S5H01	3975	Cooperation
AC9S5H01	573	Scientific inquiry
AC9S5H02	16627	Action projects
AC9S5H02	1885	Science
AC9S5H02	4115	Community development
AC9S5H02	4279	Problem solving
AC9S5H02	4587	Decision making
AC9S5I01	15059	Research questions
AC9S5I01	573	Scientific inquiry
AC9S5I01	5854	Predictions (Science)
AC9S5I01	8317	Patterns
AC9S5I01	9631	Observations (Data)
AC9S5I02	414	Safety
AC9S5I02	4403	Experiments
AC9S5I02	6058	Risk management
AC9S5I02	9623	Independent variables
AC9S5I02	9633	Scientific control
AC9S5I03	1448	Accuracy and precision
AC9S5I03	1656	Data representation
AC9S5I03	4828	Data collection
AC9S5I03	5046	Instrumentation (Technology)
AC9S5I03	7790	SI units
AC9S5I04	16500	Modelling
AC9S5I04	1656	Data representation
AC9S5I04	3868	Graphs (Data representation)
AC9S5I04	4825	Data analysis
AC9S5I04	8317	Patterns
AC9S5I05	13851	Error analysis
AC9S5I05	15049	Explanations (Scientific inquiry)
AC9S5I05	15059	Research questions
AC9S5I05	2954	Evidence
AC9S5I05	4827	Evaluation
AC9S5I06	4098	Communication skills
AC9S5I06	4412	Discussions (Texts)
AC9S5I06	5991	Texts
AC9S5I06	7442	Vocabularies
AC9S5I06	8130	Report writing
AC9S5U01	1008	Plant structure and function
AC9S5U01	1248	Habitats
AC9S5U01	428	Adaptation (Evolution)
AC9S5U01	812	Animal behaviour
AC9S5U01	9855	Animal structure and function
AC9S5U02	3859	Weathering
AC9S5U02	4632	Rock types
AC9S5U02	5397	Erosion
AC9S5U02	5805	Geological time
AC9S5U03	3630	Light
AC9S5U03	5351	Shadows
AC9S5U03	5482	Reflection (Energy)
AC9S5U03	9509	Refraction
AC9S5U03	9631	Observations (Data)
AC9S5U04	1100	Gases
AC9S5U04	130	Elementary particles
AC9S5U04	1376	Solids (Matter)
AC9S5U04	16500	Modelling
AC9S5U04	2844	Liquids
AC9S6H01	15034	Interdisciplinary research
AC9S6H01	3975	Cooperation
AC9S6H01	573	Scientific inquiry
AC9S6H02	16627	Action projects
AC9S6H02	1885	Science
AC9S6H02	4115	Community development
AC9S6H02	4279	Problem solving
AC9S6H02	4587	Decision making
AC9S6I01	15059	Research questions
AC9S6I01	573	Scientific inquiry
AC9S6I01	5854	Predictions (Science)
AC9S6I01	8317	Patterns
AC9S6I01	9631	Observations (Data)
AC9S6I02	414	Safety
AC9S6I02	4403	Experiments
AC9S6I02	6058	Risk management
AC9S6I02	9623	Independent variables
AC9S6I02	9633	Scientific control
AC9S6I03	1448	Accuracy and precision
AC9S6I03	1656	Data representation
AC9S6I03	4828	Data collection
AC9S6I03	5046	Instrumentation (Technology)
AC9S6I03	7790	SI units
AC9S6I04	16500	Modelling
AC9S6I04	1656	Data representation
AC9S6I04	3868	Graphs (Data representation)
AC9S6I04	4825	Data analysis
AC9S6I04	8317	Patterns
AC9S6I05	13851	Error analysis
AC9S6I05	15049	Explanations (Scientific inquiry)
AC9S6I05	15059	Research questions
AC9S6I05	2954	Evidence
AC9S6I05	4827	Evaluation
AC9S6I06	4098	Communication skills
AC9S6I06	4412	Discussions (Texts)
AC9S6I06	5991	Texts
AC9S6I06	7442	Vocabularies
AC9S6I06	8130	Report writing
AC9S6U01	1248	Habitats
AC9S6U01	2458	Ecosystems
AC9S6U01	4825	Data analysis
AC9S6U01	6736	Growth (Animals)
AC9S6U01	6739	Plant growth
AC9S6U02	15192	Daylight
AC9S6U02	1886	Axial tilt
AC9S6U02	1893	Orbits
AC9S6U02	1917	Earth
AC9S6U02	4457	Earth rotation
AC9S6U03	1042	Electric currents
AC9S6U03	3760	Electric circuits
AC9S6U03	5602	Electrical insulation
AC9S6U03	9442	Electrical conductivity
AC9S6U03	9631	Observations (Data)
AC9S6U04	119	States of matter
AC9S6U04	2713	Phase transformations
AC9S6U04	3609	Corrosion
AC9S6U04	487	Chemical reactions
AC9S6U04	8904	Solubility
AC9S7H01	13704	Paradigms
AC9S7H01	2954	Evidence
AC9S7H01	9631	Observations (Data)
AC9S7H02	273	Culture
AC9S7H02	786	Beliefs
AC9S7H03	1052	Medicine
AC9S7H03	1959	Interpersonal influence
AC9S7H03	2361	Ethics
AC9S7H03	2459	Environmental management
AC9S7H04	1404	Attitudes
AC9S7H04	2459	Environmental management
AC9S7H04	9404	Conservation status
AC9S7I01	16500	Modelling
AC9S7I01	5854	Predictions (Science)
AC9S7I01	5892	Hypothesis testing
AC9S7I01	9619	Hypotheses
AC9S7I02	13880	Independence (Experiments)
AC9S7I02	2361	Ethics
AC9S7I02	414	Safety
AC9S7I02	4403	Experiments
AC9S7I02	9633	Scientific control
AC9S7I03	1448	Accuracy and precision
AC9S7I03	4828	Data collection
AC9S7I03	5046	Instrumentation (Technology)
AC9S7I04	1656	Data representation
AC9S7I04	2064	Data processing
AC9S7I04	4825	Data analysis
AC9S7I05	1656	Data representation
AC9S7I05	4825	Data analysis
AC9S7I06	10324	Test validity
AC9S7I06	2954	Evidence
AC9S7I06	4887	Judgement
AC9S7I06	7608	Reasoning
AC9S7I07	12597	Secondary sources
AC9S7I07	16893	Cultural protocols
AC9S7I07	2954	Evidence
AC9S7I07	4827	Evaluation
AC9S7I08	15049	Explanations (Scientific inquiry)
AC9S7I08	1656	Data representation
AC9S7I08	4161	Creating texts
AC9S7I08	7608	Reasoning
AC9S7U01	12877	Taxonomic rank
AC9S7U01	16916	Dichotomous keys
AC9S7U01	2757	Classification
AC9S7U02	4890	Food webs
AC9S7U02	5491	Environmental impact
AC9S7U02	5498	Symbiosis
AC9S7U03	1889	Eclipses
AC9S7U03	1893	Orbits
AC9S7U03	2073	Seasons
AC9S7U03	4740	Tides
AC9S7U04	3389	Gravity
AC9S7U04	4916	Paper crafts
AC9S7U04	835	Machinery
AC9S7U04	9684	Reciprocal actions
AC9S7U05	119	States of matter
AC9S7U05	130	Elementary particles
AC9S7U06	118	Mixtures
AC9S7U06	9440	Chemical compounds
AC9S7U06	9511	Separation (Mixtures)
AC9S8H01	13704	Paradigms
AC9S8H01	2954	Evidence
AC9S8H01	9631	Observations (Data)
AC9S8H02	273	Culture
AC9S8H02	786	Beliefs
AC9S8H03	1052	Medicine
AC9S8H03	1959	Interpersonal influence
AC9S8H03	2361	Ethics
AC9S8H03	2459	Environmental management
AC9S8H04	1404	Attitudes
AC9S8H04	2459	Environmental management
AC9S8H04	9404	Conservation status
AC9S8I01	16500	Modelling
AC9S8I01	5854	Predictions (Science)
AC9S8I01	5892	Hypothesis testing
AC9S8I01	9619	Hypotheses
AC9S8I02	13880	Independence (Experiments)
AC9S8I02	2361	Ethics
AC9S8I02	414	Safety
AC9S8I02	4403	Experiments
AC9S8I02	9633	Scientific control
AC9S8I03	1448	Accuracy and precision
AC9S8I03	4828	Data collection
AC9S8I03	5046	Instrumentation (Technology)
AC9S8I04	1656	Data representation
AC9S8I04	2064	Data processing
AC9S8I04	4825	Data analysis
AC9S8I05	1656	Data representation
AC9S8I05	4825	Data analysis
AC9S8I06	10324	Test validity
AC9S8I06	2954	Evidence
AC9S8I06	4887	Judgement
AC9S8I06	7608	Reasoning
AC9S8I07	12597	Secondary sources
AC9S8I07	16893	Cultural protocols
AC9S8I07	2954	Evidence
AC9S8I07	4827	Evaluation
AC9S8I08	15049	Explanations (Scientific inquiry)
AC9S8I08	1656	Data representation
AC9S8I08	4161	Creating texts
AC9S8I08	7608	Reasoning
AC9S8U01	2509	Cells
AC9S8U02	1008	Plant structure and function
AC9S8U02	15046	Body systems
AC9S8U03	2077	Earth movements
AC9S8U03	9819	Tectonic plates
AC9S8U04	4632	Rock types
AC9S8U04	9779	Earth's crust
AC9S8U05	2302	Potential energy
AC9S8U05	5630	Kinetic energy
AC9S8U05	5724	Energy conversion
AC9S8U06	118	Mixtures
AC9S8U06	569	Chemical elements
AC9S8U06	9440	Chemical compounds
AC9S8U07	3606	Properties of matter
AC9S8U07	487	Chemical reactions
AC9S9H01	10324	Test validity
AC9S9H01	13704	Paradigms
AC9S9H01	13716	Peer review
AC9S9H01	4827	Evaluation
AC9S9H02	13566	Discovery (Observations)
AC9S9H02	3436	Innovation
AC9S9H03	4587	Decision making
AC9S9H03	4827	Evaluation
AC9S9H03	7608	Reasoning
AC9S9H04	743	Values (Psychology)
AC9S9I01	5854	Predictions (Science)
AC9S9I01	6919	Motels
AC9S9I02	2361	Ethics
AC9S9I02	414	Safety
AC9S9I02	4403	Experiments
AC9S9I02	4828	Data collection
AC9S9I03	13712	Replication (Experiments)
AC9S9I03	1448	Accuracy and precision
AC9S9I03	4828	Data collection
AC9S9I03	5046	Instrumentation (Technology)
AC9S9I04	13873	Reliability
AC9S9I04	1656	Data representation
AC9S9I04	2064	Data processing
AC9S9I04	4825	Data analysis
AC9S9I05	1656	Data representation
AC9S9I05	4825	Data analysis
AC9S9I06	10324	Test validity
AC9S9I06	11202	Sampling bias
AC9S9I06	13873	Reliability
AC9S9I06	2954	Evidence
AC9S9I06	4827	Evaluation
AC9S9I07	10324	Test validity
AC9S9I07	12597	Secondary sources
AC9S9I07	16893	Cultural protocols
AC9S9I07	2954	Evidence
AC9S9I07	4827	Evaluation
AC9S9I08	15049	Explanations (Scientific inquiry)
AC9S9I08	1656	Data representation
AC9S9I08	2654	Hydroplanes
AC9S9I08	4161	Creating texts
AC9S9I08	4412	Discussions (Texts)
AC9S9U01	3387	Nervous system
AC9S9U01	5720	Endocrine system
AC9S9U01	6901	Homeostasis
AC9S9U01	7028	Immune system
AC9S9U01	9915	Plant metabolism
AC9S9U02	1806	Animal reproduction
AC9S9U02	8439	Plant reproduction
AC9S9U03	15606	Cellular respiration
AC9S9U03	2458	Ecosystems
AC9S9U03	2464	Carbon cycle
AC9S9U03	3686	Photosynthesis
AC9S9U04	2716	Heat
AC9S9U04	382	Abstract art
AC9S9U04	512	Sound
AC9S9U04	5600	Electricity
AC9S9U04	5640	Electromagnetic radiation
AC9S9U05	5724	Energy conversion
AC9S9U06	1025	Radioactive decay
AC9S9U06	1942	Atoms
AC9S9U07	12425	Conservation of matter
AC9S9U07	3605	Chemical equations
AC9SFH01	15059	Research questions
AC9SFH01	1872	Scientists
AC9SFH01	3954	Perception
AC9SFH01	9631	Observations (Data)
AC9SFI01	15059	Research questions
AC9SFI01	4694	Curiosity
AC9SFI01	5854	Predictions (Science)
AC9SFI02	3886	Protective clothing
AC9SFI02	4828	Data collection
AC9SFI02	573	Scientific inquiry
AC9SFI02	9631	Observations (Data)
AC9SFI03	1656	Data representation
AC9SFI03	216	Drawing
AC9SFI03	4825	Data analysis
AC9SFI03	9631	Observations (Data)
AC9SFI04	4412	Discussions (Texts)
AC9SFI04	4827	Evaluation
AC9SFI04	5854	Predictions (Science)
AC9SFI04	9631	Observations (Data)
AC9SFI05	10511	Collaborative learning
AC9SFI05	15049	Explanations (Scientific inquiry)
AC9SFI05	4098	Communication skills
AC9SFI05	4412	Discussions (Texts)
AC9SFU01	13566	Discovery (Observations)
AC9SFU01	15056	Physical characteristics (Plants)
AC9SFU01	5150	Physical characteristics (Animals)
AC9SFU01	6561	Similarity (Classification)
AC9SFU01	9885	Sheltering behaviour
AC9SFU02	1121	Play (Recreation)
AC9SFU02	1122	Toys
AC9SFU02	13566	Discovery (Observations)
AC9SFU02	5630	Kinetic energy
AC9SFU03	13566	Discovery (Observations)
AC9SFU03	2904	Materials
AC9SFU03	3606	Properties of matter
AC9TDE10K01	16880	Future
AC9TDE10K01	16898	Food and water security
AC9TDE10K01	2361	Ethics
AC9TDE10K01	436	Occupations (Work)
AC9TDE10K01	4502	Designers
AC9TDE10K02	1666	Design
AC9TDE10K02	16880	Future
AC9TDE10K02	3436	Innovation
AC9TDE10K02	358	Technologies
AC9TDE10K02	4556	Enterprise (Behaviour)
AC9TDE10K03	2904	Materials
AC9TDE10K03	402	Motion
AC9TDE10K03	4586	Critical thinking
AC9TDE10K03	9597	Mechanical energy
AC9TDE10K03	9712	Electromagnetism
AC9TDE10K04	1050	Sustainable development
AC9TDE10K04	16898	Food and water security
AC9TDE10K04	2361	Ethics
AC9TDE10K04	4586	Critical thinking
AC9TDE10K04	843	Farming systems
AC9TDE10K05	2510	Food technology
AC9TDE10K05	3179	Nutrition
AC9TDE10K05	4425	Food preparation
AC9TDE10K05	5840	Work health and safety
AC9TDE10K05	851	Food products
AC9TDE10K06	16908	Systems thinking
AC9TDE10K06	2904	Materials
AC9TDE10K06	4511	Fibres (Materials)
AC9TDE10K06	721	Engineering
